Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
913cee5c-e169-304c-a3ce-51b9e3f52bf0,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,36.85644600000001,-121.398158,8316375711,0.0,203
d661d99d-136f-3863-914d-91f41017e106,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,BERKELEY,CA,94705,37.866702,-122.299066,5102044444,0.0,12
d29567c4-5224-3325-be62-07b023084033,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,37.399364,-122.079517,6509407000,0.0,26
499e73ac-552f-34f4-99a1-cb1b0d1aea9f,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,33.804843,-117.824876,7144566112,0.0,2
0cc97580-e934-3e94-bd0a-bd81c5a7173d,MARIN GENERAL HOSPITAL,250 BON AIR ROAD  PO BOX 8010,GREENBRAE,CA,94904,38.012036,-122.587605,4159257900,0.0,39
45c81ed3-9116-3de2-bd7d-185f6af66153,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,38.256757,-122.039719,7076465000,0.0,2
d62b3878-3586-329c-b476-bd482a67151e,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90502,33.83045300000001,-118.356618,3102222101,0.0,87
dcaaeab6-3abc-3cfb-8d8d-5bc4dc458575,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,34.160592,-118.139593,6263975000,0.0,3
371a4974-172f-31fe-bbd5-10dcdca2c5e3,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,37.42596500000001,-122.167218,6507235708,0.0,95
6027adbf-7f9d-3a90-bba4-e90c240ea21d,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVE,SAN DIEGO,CA,92120,32.8153,-117.134993,6195285000,0.0,6
77dce90b-d6d4-3bdb-8433-47f1122b924f,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,92201,33.729928,-116.235996,7603476191,0.0,35
29185508-1dea-3a0d-b29b-7d7b26a4a8b7,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,33.850504,-118.039892,7146707400,0.0,201
f6926f28-0a93-38e0-9a92-b6b9ec79a2d9,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,33.881158,-117.854783,7149932000,0.0,43
bb3a8a84-383f-33dc-958b-abb366b8137f,FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,CA,91740,34.145433000000004,-117.846961,6269638411,0.0,15
430cb046-10f4-3d66-a352-34764dc4c484,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,33.591522999999995,-117.699407,9498374500,0.0,11
e5a57b86-a33b-362e-b078-57d9e8431d39,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,3440 E LA PALMA AVE,ANAHEIM,CA,92806,33.855497,-117.760071,7142794000,0.0,28
7b6f0fbc-5964-32c4-9037-a588c25e27ee,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,38.248334,-122.010066,9516798888,0.0,20
70da8cdb-472d-3fff-b72f-9afc922c2f71,SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,95020,37.006407,-121.585321,4088482000,0.0,15
a346071d-8841-3ddb-8505-f560f614c83f,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,33.535723,-117.109392,9516966000,0.0,11
f9c9ee24-acd1-3164-90ab-b7c58c794de1,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO,CA,93720,36.782674,-119.794492,5594484500,0.0,104
f74360c9-08b7-3faa-a7d7-4dc7833f7963,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,34.082824,-117.971286,6268511011,0.0,36
a8a61745-4519-3d89-9e8d-0f5ecbac15bd,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,CA,90804,33.809102,-118.155327,5624940600,0.0,8
3e3051af-99f0-383a-ae81-6e4b232d4224,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,33.966827,-118.020122,5629453561,0.0,87
30d7ea85-ed76-3c43-907b-48a126a4be93,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,33.736478000000005,-117.882593,7149533610,0.0,10
d10d4605-60c9-3178-9100-67388f8e1f2a,SOUTH COAST GLOBAL MEDICAL CENTER,2701 S BRISTOL ST,SANTA ANA,CA,92704,33.736478000000005,-117.882593,7147545454,0.0,6
0d9c37ae-7295-3530-a9b5-9ee2c4e6ffdd,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,34.404876,-118.504701,8188810800,0.0,103
49128c28-1f4e-3c99-8a5e-f6a0d3e099b9,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,33.923253,-117.205685,9512516000,0.0,2
cc2b2a27-3804-3f48-b56b-0ff9f0eee3bd,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,33.73085,-117.810735,7146197700,0.0,10
08019765-8771-3e18-9e4e-53b710efa85d,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,93514,37.362768,-118.475046,7608735811,0.0,119
9f89538b-ba0b-312c-9e80-8c72ba5c1c33,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,CA,93463,34.593758,-120.13968,8056886431,0.0,3
1df67bf9-40d6-3761-b6e5-dfada4542d7f,RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,32.8153,-117.134993,8585761700,0.0,122
bba71e0f-7384-3c24-9625-7f798737ea6a,PCP7798,1131 E MAIN ST,TUSTING,CA,92780-4400,33.73085,-117.810735,714-731-5433,0.0,23
eca32203-0f10-3dfd-810d-37133636b4e3,PCP8384,520 N MAIN ST,SANTA ANA,CA,92701-4623,33.736478000000005,-117.882593,714-460-2948,0.0,28
d1be3b5f-422e-3b29-86fd-480a1beaab82,PCP19243,101 VISITACION AVE,BRISBANE,CA,94005-1560,37.67575,-122.383302,415-467-3456,0.0,115
ac567841-f05a-32cf-84ea-d865a27da7b0,PCP19543,388 COLUSA AVE,KENSINGTON,CA,94707-1209,37.910304,-122.282746,510-524-8256,0.0,37
1288dbe7-b2c2-3637-9ff1-4287c245974a,BONITA POINT FAMILY OPTOMETRY INC,180 OTAY LAKES RD,BONITA,CA,91902-2400,32.673217,-117.006101,619-267-2012,0.0,64
de31481e-1caf-38f1-a69e-223f776e5e66,MICHAEL K MCCRAY MD INC,27420 TOURNEY RD,VALENCIA,CA,91355-5636,34.404876,-118.504701,661-254-7200,0.0,39
5b512d0d-47e9-3dfe-abb2-9111394b14dd,PCP29213,9730 WILSHIRE BLVD,BEVERLY HILLS,CA,90212-2004,34.079229999999995,-118.402437,310-431-9866,0.0,14
459503b9-aacb-3c90-bc37-bdb5dc915d99,PCP32997,97 BRIGHTON AVE,BOLINAS,CA,94924-0100,37.897859000000004,-122.709019,415-868-1099,0.0,35
a7bfa895-db5c-3e5d-ab00-fe65b0e81b05,CREAMER PHYSICAL THERAPY INC,7946 IVANHOE AVE,LA JOLLA,CA,92037-4516,32.8153,-117.134993,858-551-8882,0.0,37
7dd6602c-0884-3505-b972-c627b62b737a,PCP59233,12260 PALM DR,DESERT HOT SPRINGS,CA,92240-3908,33.930867,-116.508045,760-329-1393,0.0,61
32001e86-261a-3dab-b045-56544daed86c,PCP63689,931 BUENA VISTA ST,DUARTE,CA,91010-1713,34.160911,-117.950528,626-303-7788,0.0,32
f7101ee7-56cc-356d-ba31-406635a8e221,TIONGSON FOOT AND ANKLE CARE INC.,561 N ALTA AVE,DINUBA,CA,93618-3200,36.496744,-119.436431,559-596-5497,0.0,4
75970b02-bae1-3ca8-8949-efeb7393d563,PCP69459,14154 SKYWAY,MAGALIA,CA,95954-9471,39.81928,-121.607752,530-873-3200,0.0,91
1a924aeb-a7ad-3aaf-9987-e2f1223500f0,ALO HA PSYCHOLOGICAL ASSOCIATES INC,549 ORANGE AVE,CORONADO,CA,92118-1826,32.657202000000005,-117.15613700000002,619-996-3195,0.0,33
162ff135-55a7-3551-8755-1b40a426dd79,PCP77287,1187 UNIVERSITY DR,MENLO PARK,CA,94025-4423,37.479735999999995,-122.14809699999999,415-847-6960,0.0,27
f390f9b8-e7df-3baa-9859-33e98139ebf6,PCP99970,3465 TORRANCE BLVD,TORRANCE,CA,90503-5804,33.830453000000006,-118.356618,,0.0,71
dc9b118e-3efc-3793-8386-3053fddc64f8,MAHFOUZ M. MICHAEL M.D. INC.,1500 GLENOAKS BLVD,SAN FERNANDO,CA,91340-1780,34.288652,-118.436241,818-898-7171,0.0,13
205bc433-4c39-3cde-a4a3-2f56ce4a1a2e,INSITE DIGESTIVE HEALTHCARE,1850 SULLIVAN AVE,DALY CITY,CA,94015-2204,37.700941,-122.464978,650-756-5000,0.0,47
81c17572-f1e9-33ed-be36-977b4c3da39e,PCP107830,258 SUNSET AVE,SUISUN CITY,CA,94585-1769,38.248334,-122.010066,,0.0,25
7958c284-0448-31d2-a407-2eb65f7f8cb2,SOUTH COUNTY ORTHOPEDIC SPECIALISTS,24331 EL TORO RD,LAGUNA WOODS,CA,92637-3116,33.608002,-117.72986000000002,,0.0,25
7f79546c-203a-3a09-82fb-ca97c13aa49c,PCP116255,970 DEWING AVE,LAFAYETTE,CA,94549-4278,37.891003999999995,-122.119529,,0.0,78
dfead78d-74fd-3a08-809c-d5294a24f8af,PCP120458,374 H ST,CHULA VISTA,CA,91910-5547,32.62767,-117.01517,,0.0,54
d160807d-6d11-3e6d-8744-ea0fd4306766,PCP120627,8382 ARTESIA BLVD,BUENA PARK,CA,90621-4186,33.856761,-118.004622,,0.0,73
ace4ab98-63f2-346c-9046-95fde39e5e29,CAREMORE MEDICAL GROUP INC,3180 COLIMA RD A,HACIENDA HEIGHTS,CA,91745-6315,33.995853000000004,-117.973023,626-961-1644,0.0,31
a2383e30-b83d-3933-a224-870dd23f07cf,TEMECULA VALLEY CARDIOLOGY MEDICAL GROUP INC,5256 S MISSION RD,BONSALL,CA,92003-3623,33.272244,-117.191032,760-723-3600,0.0,42
a9ecb221-2fe5-3f56-91ed-dd058e2041e8,PCP125731,12260 PALM DR,DESERT HOT SPRINGS,CA,92240-3908,33.930867,-116.508045,,0.0,24
dcd03602-09da-3afb-aad2-164ff3d6b8c2,PCP142883,1780 E HIGHLAND AVE,SAN BERNARDINO,CA,92404-4618,34.095126,-117.31928799999999,,0.0,42
4f1f4c94-5946-3fb0-a136-0dd3fcb6ee51,PCP146294,5083 ARLINGTON AVE,RIVERSIDE,CA,92504-2638,33.937109,-117.324964,,0.0,43
1b36332b-4cf2-3c78-b558-39cbc5b9d332,PCP153247,7103 BROADWAY,LEMON GROVE,CA,91945-1436,32.733076000000004,-117.034406,,0.0,94
3d2cae71-5da9-3eb8-b8f5-df571ee0ca01,PCP156921,58471 29 PALMS HWY 202,YUCCA VALLEY,CA,92284-5818,34.123089,-116.421481,,0.0,39
25dff5b2-6b8e-3ec5-81a6-654ea66a46c6,PCP162449,18066 FOOTHILL BLVD,FONTANA,CA,92335-8503,34.108793,-117.46268500000001,,0.0,20
aa15facc-666d-39e1-b3e9-ebdc2d37f435,PCP165837,415 W CARROLL AVE,GLENDORA,CA,91741-4208,34.145433000000004,-117.84696100000001,,0.0,27
6c507274-ce71-33ae-b8cb-32f487f0c111,PCP179877,1525 N PLACENTIA AVE,PLACENTIA,CA,92870-2334,33.881158,-117.85478300000001,714-996-2356,0.0,46
1f41ae1d-ad44-38de-aa89-db296be5245d,GEORGE KEITH LLEWELLYN  MD  INC.,3615 SAGUNTO ST,SANTA YNEZ,CA,93460-9577,34.619076,-120.093923,805-688-6171,0.0,14
5b2c406a-ea00-34ff-95e9-998158abf7e9,SALLY SAMPLE MD INC,4002 RAAP AVE,MARTINEZ,CA,94553-3832,37.999635,-122.11390300000001,925-852-0010,0.0,65
c04e1ad7-d221-3fbc-8df6-d2be575be771,PCP190746,2512 MONTROSE AVE,MONTROSE,CA,91020-2242,34.233016,-118.235774,404-944-3014,0.0,58
fe9e3047-6739-3ef3-84cc-f44607380a4b,PCP195701,800 S CENTRAL AVE,GLENDALE,CA,91204-4388,34.181393,-118.24583,,0.0,63
e23dda71-b255-31ec-828f-02a64930c1e0,HERR-KOSTIC MEDICAL GROUP INC,41120 WASHINGTON ST,BERMUDA DUNES,CA,92203-9596,33.7435,-116.287332,760-772-2823,0.0,116
b1b5d282-8c7b-330c-8d8d-8549cdc7ab46,NORTHERN NEVADA CARDIOLOGY PC,644 W LINE ST,BISHOP,CA,93514-3315,37.331579999999995,-118.40990500000001,775-356-4514,0.0,73
cb796758-4b93-3798-96a1-d6cba8b6eb00,CLINICA DE SALUD DEL VALLE DE SALINAS,808 OAK AVE,GREENFIELD,CA,93927-5648,36.351864,-121.242535,831-674-5344,0.0,30
145f62de-f84e-36e3-ac20-acdcffe3c0bd,FOOT AND ANKLE DOCTORS OF BEVERLY HILLS INC A PROFESSIONAL CORPORATION,9100 WILSHIRE BLVD,BEVERLY HILLS,CA,90212-3562,34.079229999999995,-118.402437,310-652-3668,0.0,43
f5e9810d-1cee-3f4e-b690-a9f37701a8ea,PCP231178,13085 JULIAN DR,DESERT HOT SPRINGS,CA,92240-5768,33.930867,-116.508045,760-218-9346,0.0,43
bef64478-d6db-32ec-b275-011ceccfc23c,WELLSPRING THERAPY  INC,3700 PARK PL,MONTROSE,CA,91020-1623,34.233016,-118.235774,818-249-8815,0.0,21
3b92a1fa-92b1-3305-b7f2-8ff6a2f5aa96,PCP247193,851 FREMONT AVE,LOS ALTOS,CA,94024-5602,37.368524,-122.096649,650-941-1040,0.0,30
47e9c831-88c2-375e-aa43-f1aee9ece34a,HUNTINGTON MEDICAL FOUNDATION,10 CONGRESS ST,PASADENA,CA,91105-3023,34.171239,-118.149899,626-397-8323,0.0,17
c4cb29ce-f09d-3c7f-b875-30dd58f0e5a2,PCP267685,891 SUNSET DR,HOLLISTER,CA,95023-5601,36.840425,-121.35605,831-637-7471,0.0,34
04370768-c137-381c-bf02-4cb7d2068d81,STANFORD HEALTH CARE,300 PASTEUR DR,STANFORD,CA,94305-2200,37.425965000000005,-122.16721799999999,650-723-4000,0.0,25
0f89465b-10aa-3f8c-a083-102533dd667f,RENAISSANCE IMAGING MEDICAL ASSOCIATES INC,2400 E 4 ST,NATIONAL CITY,CA,91950-2026,32.665862,-117.097361,619-470-4321,0.0,69
19a8f563-a235-34a7-a384-3605f4f46e18,COMMUNITY FOUNDATION MEDICAL GROUP,45 RIVER PARK PLACE W,FRESNA,CA,93720-1565,36.782674,-119.794492,559-320-0530,0.0,47
e8c9aad2-3048-3cac-90d2-3ba1a61dc58e,PATHOLOGY SCIENCES MEDICAL GROUP,183 E 8TH AVE,CHICO,CA,95926-2341,39.769492,-121.92933700000002,530-891-6244,0.0,36
47fb4dc9-c5e8-3305-b303-9404d7b8df0a,ST JOSEPH HERITAGE HEALTHCARE,5630 E SANTA ANA CANYON RD,ANAHEIM,CA,92807-3122,33.855497,-117.760071,714-602-2400,0.0,40
08b5702c-4e6b-32f0-b998-a1cff9de3dda,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,845 E WILLOW ST,SIGNAL HILL,CA,90755-2736,33.803447999999996,-118.168135,562-490-4150,0.0,21
6ef56129-78df-3145-830f-40f0a02bcb4c,PERMANENTE MEDICAL GROUP INC,395 HICKEY BLVD,DALY CITY,CA,94015-2770,37.700941,-122.464978,650-301-5860,0.0,56
f1600500-af49-3079-828c-b00af436b72a,PERMANENTE MEDICAL GROUP INC,200 MUIR RD,MARTINEZ,CA,94553-4614,37.999635,-122.11390300000001,925-372-1438,0.0,26
840d9d4c-4fab-3719-bae4-ea13c6049772,BEVERLY RADIOLOGY MEDICAL GROUP III,25455 MEDICAL CTR DR,MURRIETA,CA,92562-5963,33.535723,-117.10939199999999,951-696-4230,0.0,16
d1ab34c3-bea4-3bc1-9562-6db2a9d58878,VIRTUAL RADIOLOGIC PROFESSIONALS OF CALIFORNIA PA,15 BESHIEM LN,WALNUT CREEK,CA,94595-3852,37.902665999999996,-122.040479,952-595-1100,0.0,46
d771a152-6e89-332f-8056-1cea17d3ea38,FAMILY CARE URGENT CARE,12560 PALM DRIVE,DESERT HOT SPRINGS,CA,92240,33.9572864,-116.5008349,760-251-3401,0.0,3
0ba5e630-b0cf-3d7c-bba4-f6c8e9abf6a9,CONCENTRA URGENT CARE - MISSION BAY,720 20TH STREET,SAN FRANCISCO,CA,94107,37.7606545,-122.3892082,415-648-9501,0.0,3
0f6682cd-437d-31e7-b807-2e9e0cabf2b2,AVALON URGENT CARE,58471 29 PALMS HIGHWAY,YUCCA VALLEY,CA,92284,34.1324849,-116.3879786,760-365-0851,0.0,2
bbeae8f2-22a8-3db6-a508-f43a5075a582,URGENT CARE CENTER OF SOUTH BAY,4305 TORRANCE BOULEVARD,TORRANCE,CA,90503,33.8379823,-118.3592775,310-542-9758,0.0,2
27723992-3ca8-3bf8-a15d-8fc422479a36,URGENT CARE AND MORE,3434 MIDWAY DRIVE,SAN DIEGO,CA,92110,32.7510067,-117.212404,619-225-6200,0.0,3
60b05eb9-9a84-3d94-81a0-629cac9598f2,RAPID CARE WALK IN MEDICAL GROUP - CHEVY CHASE,801 CHEVY CHASE DRIVE,GLENDALE,CA,91205,34.1366806,-118.2404229,818-265-2200,0.0,4
f18bc2a8-3617-3d50-94cd-7bc08a1c6a8f,IRVINE WALK-IN,14150 CULVER DRIVE,IRVINE,CA,92604,33.7076675,-117.783001,949-857-0290,0.0,1
2b685f4b-6a63-3b7a-8c72-c11b86ec2c7d,QUALITY CARE MEDICAL CENTER,840 TOWNSITE DRIVE,VISTA,CA,92084,33.2094008,-117.2340157,760-630-2422,0.0,1
889a5b18-e546-37d1-acd8-5c62948ee6d0,BERMUDA DUNES IMMEDIATE CARE,41120 WASHINGTON STREET,BERMUDA DUNES,CA,92203,33.7503201,-116.3032103,760-360-3193,0.0,2
ba57e30a-306b-3103-bd80-b6cd6dc9a18f,CONCENTRA URGENT CARE - FRESNO NORTH,7265 NORTH FIRST STREET,FRESNO,CA,93720,36.842448,-119.7767125,559-431-8181,0.0,2
3dc3deb3-5a65-3d52-a54d-abc7d7050cc8,SHARP REES-STEALY MEDICAL GROUP - CHULA VISTA,525 3RD AVENUE,CHULA VISTA,CA,91910,32.6337857,-117.0765411,619-585-4075,0.0,3
20e411c7-7945-350f-a3eb-7f3b14b2cb29,GLENDORA URGENT CARE CENTER,2025 EAST STATE ROUTE 66,GLENDORA,CA,91740,34.1282998,-117.8254856,626-852-4977,0.0,1
05a0bc66-b95e-3301-a03f-e31c67358ed2,BAY MEDICAL CENTER,2 CONNECTICUT STREET,SAN FRANCISCO,CA,94107,37.7660742,-122.398187,415-621-5055,0.0,6
3c72199c-acb3-3053-973c-a42d7f6c8979,COMMUNITY MEDICAL CENTER - OAKHURST,48677 VICTORIA LANE,OAKHURST,CA,93644,37.3279261,-119.65994,559-683-2992,0.0,3
aa7203c8-662f-3d73-a125-66af74eb5b97,PINNACLE URGENT CARE,551 MCCRAY STREET,HOLLISTER,CA,95023,36.850743,-121.3976017,831-634-4444,0.0,7
c318cfe2-406b-3ee0-b099-d02c7f4500d7,SOLANO CARE,600 NUT TREE ROAD,VACAVILLE,CA,95687,38.3613564,-121.949246,707-449-6373,0.0,1
17c49dcc-ee1a-32f2-8a17-8db66064ad89,SUNRISE HEALTHCARE CENTER LIMITED LIABILITY COMPANY,5475 EAST LA PALMA AVENUE,ANAHEIM,CA,92807,33.8605062,-117.7959865,714-970-0911,0.0,1
9b9f2c8e-de92-32b7-977c-175bd26222f2,GREENFIELD URGENT CARE,634 WALNUT AVENUE,GREENFIELD,CA,93927,36.3296801,-121.2466187,831-674-5066,0.0,1
513b96e3-da68-3a45-8478-60862ec10432,CONCENTRA MEDICAL CENTER - LA PALMA,26 CENTERPOINTE DRIVE,LA PALMA,CA,90623,33.8605256,-118.0324878,714-522-8020,0.0,3
0706b939-1039-35f1-89d8-bb0965972b49,CHILDRENS HOSPITAL MIDCITY URGENT CARE,4305 UNIVERSITY AVENUE,SAN DIEGO,CA,92105,32.7493732,-117.1015468,619-280-2905,0.0,2
cf8a9d8b-ab71-3646-8688-e367c3a02895,SUTTER TERRA LINDA URGENT CARE,4000 CIVIC CENTER DRIVE,SAN RAFAEL,CA,94903,38.0044115,-122.5380789,415-492-4800,0.0,1
adf52c8c-7fef-3ce2-90ac-bb5f81632942,CONCENTRA URGENT CARE - RICHMOND,2970 HILLTOP MALL ROAD,RICHMOND,CA,94806,37.9775573,-122.3292602,510-222-8000,0.0,1
3fe5339d-f967-32c8-bb30-e67fb5cde1f3,SETHIAN MEDICAL CLINIC,1028 NORTH LAKE AVENUE,PASADENA,CA,91104,34.1637414,-118.1317955,626-797-3378,0.0,4
b9a62dbb-2c26-35a8-88e8-545a8947f536,FAMILY AND URGENT CARE OF WALNUT CREEK,112 LA CASA VIA,WALNUT CREEK,CA,94598,37.9123848,-122.0430075,925-930-8200,0.0,2
7904dcbc-91da-39c3-9fdf-607c5e93d82d,CARE PRACTICE,508A 14TH STREET,SAN FRANCISCO,CA,94103,37.7680905,-122.4246405,415-864-4444,0.0,6
